id,vantage,run,red,grupo,sigla,pais,url,ok,error,title,lang,viewport,https,cookies_pre,rastreo_pre,rastreo_pre_ext,nombres_rastreo_ext,cmp,banner,consent_default,consent_default_region,regiones,uet_consent,clarity_consent,ax_violaciones,ax_nodos,elementos,nodos_totales,nodos_por_mil_elementos,nivelA_nodos,nivelAA_nodos,nivelAAA_nodos,Perceptible,Operable,Comprensible,Robusto,max_nivel_sin_fallo_auto,incompletos,incompletos_nodos,n_dominios_terceros,prov_emitida_sin_cookie,prov_no_emitida,servidor,cdn,cms,fecha
49,GB,2,centro_datos,mundo,McGill,CA,https://www.mcgill.ca,true,,McGill University,,1,1,1,0,0,,,1,0,0,,0,0,3,7,479,1034,14.61,6,0,1,6,0,1,0,ninguno,1,3,0,,,,Azure,generator: Drupal 7 (http://drupal.org) Drupal,2026-08-16T12:22:51.989Z
50,GB,2,centro_datos,mundo,CUHK,HK,https://www.cuhk.edu.hk/english/index.html,true,,The Chinese University of Hong Kong,en,1,1,8,8,8,__utma __utmc __utmz __utmt __utmb _ga _ga_3VWFFZCDJ6 _fbp,,0,0,0,,0,0,6,44,639,1335,68.86,6,10,28,31,11,0,2,ninguno,2,8,13,Meta Microsoft Clarity Google Ads Google Tag Manager Google Analytics,,nginx,CloudFront,,2026-08-16T12:23:05.930Z
51,GB,2,centro_datos,mundo,CMU,US,https://www.cmu.edu,true,,Carnegie Mellon University | CMU,en,1,1,5,3,3,_gcl_au _ga _ga_1XQYSMEBVE,OneTrust,0,0,0,,0,0,1,1,806,1943,1.24,1,0,0,0,1,0,0,ninguno,5,137,21,Google Tag Manager Microsoft Clarity Google Analytics,,nginx,Fastly/Varnish,generator: Drupal 11 (https://www.drupal.org) Drupal,2026-08-16T12:23:25.162Z
52,GB,2,centro_datos,mundo,Wisconsin,US,https://www.wisc.edu,true,,University of Wisconsin–Madison,en,1,1,6,4,4,_ga_D04HXCEERG _ga _ga _ga_PLJ9E3ZY82,,1,0,0,,0,0,1,45,599,802,75.13,0,0,45,45,0,0,0,AA,2,18,6,Google Tag Manager Google Analytics,,AmazonS3,CloudFront,,2026-08-16T12:23:35.102Z
53,GB,2,centro_datos,mundo,USTC,CN,https://en.ustc.edu.cn,true,,University of Science and Technology of China,,1,1,5,3,3,Hm_lvt_1c599d6edf63923fd73ae82fd7293a24 Hm_lpvt_1c599d6edf63923fd73ae82fd7293a24 HMACCOUNT,,0,0,0,,0,0,5,12,238,640,50.42,11,1,0,3,7,1,1,ninguno,2,33,1,,,nginx,,,2026-08-16T12:23:45.232Z
54,GB,2,centro_datos,mundo,WUSTL,US,https://washu.edu,true,,Home | WashU,en-US,1,1,14,12,12,_ga_T94ZQ4ENLH _ga utag_main__sn utag_main__se utag_main__ss utag_main__st utag_main_ses_id utag_main__pn utag_main_v_id utag_main_dc_visit utag_main_dc_event utag_main_dc_region,,0,0,0,,0,0,3,25,1166,2419,21.44,5,0,20,20,4,0,1,ninguno,5,24,15,Google Tag Manager Google Analytics,,nginx,Fastly/Varnish,generator: Site Kit by Google 1.185.0 WordPress,2026-08-16T12:23:59.923Z
55,GB,2,centro_datos,mundo,Monash,AU,https://www.monash.edu,true,,Monash University | Study at Monash Uni | Melbourne,en,1,1,10,3,6,__Secure-YNID YSC VISITOR_INFO1_LIVE VISITOR_PRIVACY_METADATA __Secure-ROLLOUT_TOKEN utag_main,,1,0,0,,0,0,2,18,2162,6414,8.33,0,1,17,18,0,0,0,A,3,32,9,Google Tag Manager,,cloudflare,Cloudflare,,2026-08-16T12:24:11.535Z
56,GB,2,centro_datos,mundo,SNU,KR,https://en.snu.ac.kr,true,,Seoul National University,en,1,1,3,2,2,_ga_PVQ4G3Z4TR _ga,,0,0,0,,0,0,3,22,901,2433,24.42,0,14,8,22,0,0,0,A,3,35,1,Google Tag Manager,,,,,2026-08-16T12:24:27.367Z
57,GB,2,centro_datos,mundo,Heidelberg,DE,https://www.uni-heidelberg.de/en,true,,Heidelberg University,en,1,1,2,0,0,,,0,0,0,,0,0,2,68,1332,1583,51.05,1,0,67,67,0,0,1,ninguno,2,20,2,,,nginx,Fastly/Varnish,Drupal,2026-08-16T12:24:38.883Z
58,GB,2,centro_datos,mundo,HKUST,HK,https://hkust.edu.hk/,true,,The Hong Kong University of Science and Technology ｜World's Top 50 Universities｜Leading Research Excellence,en,1,1,4,4,4,_ga_472DPMG63L _ga _gid _gat_UA-126519042-1,,0,0,0,,0,0,6,20,1559,4163,12.83,14,6,0,13,5,0,2,ninguno,4,128,8,Google Analytics Google Tag Manager Google Ads,,nginx,,generator: Drupal 10 (https://www.drupal.org) Drupal,2026-08-16T12:24:59.197Z
59,GB,2,centro_datos,mundo,Karolinska,SE,https://ki.se/en,true,,Karolinska Institutet - a medical university,en,1,1,2,0,0,,,0,0,0,,0,0,5,7,633,1168,11.06,4,2,1,2,2,0,3,ninguno,2,25,4,Google Tag Manager Google Analytics,,,,generator: Drupal 10 (https://www.drupal.org) Drupal,2026-08-16T12:25:10.962Z
60,GB,2,centro_datos,mundo,TU Delft,NL,https://www.tudelft.nl/en/,true,,Delft University of Technology | TU Delft | Challenge. Change. Impact!,en,1,1,1,0,0,,Cookiebot,1,0,0,,0,0,3,23,3731,7005,6.16,0,22,1,18,5,0,0,A,2,36,8,Siteimprove,,,CloudFront,generator: TYPO3 CMS TYPO3,2026-08-16T12:25:22.496Z
61,GB,2,centro_datos,mundo,ANU,AU,https://www.anu.edu.au/,true,,The Australian National University,en,1,1,5,2,3,_ga_E1GV4NJHV2 _ga _twpid,OneTrust,0,0,0,,0,0,1,1,969,1230,1.03,0,0,1,1,0,0,0,AA,4,52,19,Google Tag Manager Meta Google Ads Google Analytics,,nginx,,Drupal,2026-08-16T12:25:39.543Z
62,GB,2,centro_datos,mundo,KU Leuven,BE,https://www.kuleuven.be/english/,true,,KU Leuven,en,1,1,6,0,0,,OneTrust,1,1,0,,0,0,3,5,560,1257,8.93,1,3,1,5,0,0,0,ninguno,2,13,8,Google Tag Manager Google Ads Google Analytics,,Apache/2.4.62,,,2026-08-16T12:25:50.328Z
63,GB,2,centro_datos,mundo,Queensland,AU,https://www.uq.edu.au/,true,,The University of Queensland,en,1,1,12,7,10,_gcl_au test_cookie _ga_QG0JXDMRML _ga bcookie li_gc lidc _hjSessionUser_2849117 _hjSession_2849117 _fbp,,0,0,0,,0,0,2,13,1005,2363,12.94,1,0,12,13,0,0,0,ninguno,2,15,22,Google Tag Manager Microsoft Ads/UET Microsoft Clarity Meta Hotjar Google Analytics,,nginx,Fastly/Varnish,generator: Drupal 11 (https://www.drupal.org) Drupal SharePoint,2026-08-16T12:26:04.267Z
64,GB,2,centro_datos,ecuador,EPN,EC,https://www.epn.edu.ec,true,,,es,1,1,7,0,0,,,0,0,0,,0,0,3,4,1205,2698,3.32,2,2,0,2,2,0,0,ninguno,1,1,2,,,cloudflare,Cloudflare,generator: WordPress 7.0.2 WordPress,2026-08-16T12:26:16.718Z
